masco_code,masco_code_printed,role_title,source_parent_group_code,flexible_role,profile_text
231132,2311-32,Dental Lecturer Grade DUG51,2311,False,"Dental Lecturer Grade DUG51. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231133,2311-33,Dental Lecturer Grade DUG53,2311,False,"Dental Lecturer Grade DUG53. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231134,2311-34,Pharmacy Lecturer Grade DUF51,2311,False,"Pharmacy Lecturer Grade DUF51. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231135,2311-35,Pharmacy Lecturer Grade DUF53,2311,False,"Pharmacy Lecturer Grade DUF53. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231136,2311-36,UiTM Lecturer Grade Khas C,2311,False,"UiTM Lecturer Grade Khas C. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231137,2311-37,University Lecturer Grade Khas C,2311,False,"University Lecturer Grade Khas C. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231138,2311-38,Medical Lecturer Grade DU55,2311,False,"Medical Lecturer Grade DU55. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231139,2311-39,Medical Lecturer Grade Khas C,2311,False,"Medical Lecturer Grade Khas C. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231140,2311-40,Dental Lecturer Grade DUG55,2311,False,"Dental Lecturer Grade DUG55. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231141,2311-41,Dental Lecturer Grade Khas C,2311,False,"Dental Lecturer Grade Khas C. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
231142,2311-42,Pharmacy Lecturer Grade Khas C,2311,False,"Pharmacy Lecturer Grade Khas C. University and Higher Education T eaching Professionals prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university or other higher educational institution. They conduct research and prepare academic papers and books.. delivering lectures and conducting tutorials, research and releasing publications. giving lectures, supervising thesis projects, managing practical work/tutorials and preparing lecture notes/laboratory manuals. conducting examination matters, monitoring the practical training of students, assisting in reviewing / preparing the curriculum / syllabus, engaging in research work and undertaking student development work. providing consultancy services to students and outsiders, supervising projects, theses and student papers, conducting research, publishing journals, articles, books and other forms of related publications, services, performing community and professional services, helping students develop their potential and character, and managing academic-related activities. designing and modifying the curricula and preparing courses of study in accordance with the requirements. encouraging discussion and independent thinking among students. conducting research and developing concepts, theories and operational methods for application in the industry and other fields. assisting in co-curricular activities. performing related tasks; and. enhancing knowledge and coordinating work performance."
242301,2423-01,Personnel Safety Officer,2423,False,"Personnel Safety Officer. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242302,2423-02,Personnel Officer,2423,False,"Personnel Officer. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242303,2423-03,Human Resource Executive,2423,False,"Human Resource Executive. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242304,2423-04,Job Analyst,2423,False,"Job Analyst. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242305,2423-05,Occupational Analyst,2423,False,"Occupational Analyst. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242306,2423-06,Job Evaluator,2423,False,"Job Evaluator. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242307,2423-07,Employment Counselor,2423,False,"Employment Counselor. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242308,2423-08,Occupational Guidance Officer,2423,False,"Occupational Guidance Officer. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242309,2423-09,Career Adviser,2423,False,"Career Adviser. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242310,2423-10,Labour Management Relations Conciliator,2423,False,"Labour Management Relations Conciliator. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242311,2423-11,Personnel Consultant,2423,False,"Personnel Consultant. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242312,2423-12,Human Resource Expert,2423,False,"Human Resource Expert. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242313,2423-13,Vocational Guidance Counsellor,2423,False,"Vocational Guidance Counsellor. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242314,2423-14,Industry Educator,2423,False,"Industry Educator. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242315,2423-15,Training Consultant,2423,False,"Training Consultant. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242316,2423-16,Human Resource Analyst,2423,False,"Human Resource Analyst. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242317,2423-17,Human Resource Coordinator,2423,False,"Human Resource Coordinator. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242318,2423-18,Human Resource Consultant,2423,False,"Human Resource Consultant. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242319,2423-19,Talent Management Specialist,2423,False,"Talent Management Specialist. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242320,2423-20,Training Specialist,2423,False,"Training Specialist. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242321,2423-21,Talent Acquisition Consultant,2423,False,"Talent Acquisition Consultant. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
242322,2423-22,"Training Executive, Halal Industry",2423,False,"Training Executive, Halal Industry. provide professional business services related to personnel policies such as employee recruitment or development, occupational analyses and vocational guidance.. advising on and performing personnel functions relating to recruitment, placement, training, staff performance, promotion, compensation and employee-management relations. maintaining personnel records and associated human resource information systems. studying and analysing jobs performed in an establishment, conducting interviews with workers, supervisors and the management, and writing detailed post, job and occupation descriptions from data obtained. preparing occupational information booklets/pamphlets and occupational classification systems. advising on aspects of personnel administration, manpower research and planning, training or occupational information and vocational guidance. studying and advising individuals on employment opportunities, career choices and further education or training. providing guidance to students, parents and teachers in a wide range of matters, including students’ personal problems, learning difficulties and special needs. performing related tasks; and. enhancing knowledge and coordinating work performance."
